>EML4,chr2:42396490-42559688
2,100904136,100904280
3,100899718,100899846
4,100890368,100890493
5,100885428,100885521

>PRCC,chr1:156720402-156770607
1,156720402,156720523
2,156752074,156752121
3,156756400,156756966
4,156761489,156761584

>NDRG1,chr8:134249414-134314265
1,134309377,134309480
2,134296492,134296572
3,134292475,134292510
4,134276790,134276895
5,134274290,134274410
6,134271411,134271473
7,134270609,134270669
8,134269020,134269106
9,134266782,134266838
10,134262683,134262786
11,134260958,134261014
12,134260118,134260169
13,134258859,134258906
14,134256598,134256633
15,134254266,134254317
16,134249414,134251362

>GATM,chr15:45653322-45694525
1,45670583,45670991
2,45668799,45669017
3,45661524,45661719
4,45660268,45660458
5,45658569,45658706
6,45658244,45658408
7,45656995,45657058
8,45656098,45656214
9,45653322,45654419

>HACL1,chr3:15602211-15643338
1,15642890,15643338
2,15642597,15642701
3,15637891,15637931
4,15633107,15633187
5,15631047,15631119
6,15628032,15628109
7,15626755,15626849
8,15624384,15624496
9,15621417,15621552
10,15616484,15616589
11,15614666,15614749
12,15613175,15613276
13,15609939,15610093
14,15609351,15609509
15,15606058,15606165
16,15604865,15605051
17,15602211,15602404

>HERPUD1,chr16:56965960-56977798
1,56965960,56966303
2,56969147,56969224
3,56969313,56969387
4,56970599,56970729
5,56973149,56973271
6,56973807,56974157
7,56976044,56976149
8,56977038,56977793

>SND1,chr7:127292234-127732661
1,127292234,127292505
2,127326667,127326816
3,127334882,127335002
4,127338929,127339007
5,127341217,127341377
6,127342489,127342580
7,127343219,127343377
8,127344893,127344999
9,127347611,127347701
10,127361341,127361454
11,127447538,127447627
12,127484377,127484477
13,127527955,127528065
14,127544800,127544872
15,127569241,127569382
16,127631000,127631109
17,127714554,127714742
18,127721412,127721553
19,127724776,127724899
20,127725763,127725832
21,127726990,127727103
22,127729541,127729744
23,127731889,127731933
24,127732045,127732659

>ZSCAN30,chr18:32831032-32870196
1,32870048,32870172
2,32843909,32844419
3,32843477,32843621
4,32831032,32834345

>MEAF6,chr1:37958176-37980375
1,37980258,37980364
2,37979024,37979139
3,37975056,37975143
4,37974879,37974924
5,37967405,37967597
6,37962308,37962337
7,37961486,37961519
8,37958176,37959708

>CREBBP,chr16:3775055-3930727
1,3929833,3930727
2,3900298,3901010
3,3860604,3860780
4,3843387,3843627
5,3841982,3842095
6,3832685,3832927
7,3831205,3831307
8,3830733,3830879
9,3828701,3828818
10,3828012,3828183
11,3827614,3827658
12,3824570,3824694
13,3823752,3823931
14,3820571,3820987
15,3819175,3819354
16,3817721,3817910
17,3808855,3808973
18,3807810,3808049
19,3807289,3807377
20,3801727,3801807
21,3799628,3799684
22,3795278,3795355
23,3794895,3794962
24,3790400,3790550
25,3789579,3789725
26,3788560,3788673
27,3786651,3786816
28,3786037,3786204
29,3781777,3781938
30,3781193,3781474
31,3775055,3779875

>ACTB,chr7:5566782-5603415
1,5567635,5567729
2,5567364,5567522
3,5566782,5567242

>GLI1,chr12:57853918-57866045
1,57853918,57853984
2,57858456,57858651
3,57858894,57859038
4,57859390,57859479
5,57859571,57859708
6,57860023,57860170

>CASC5,chr15:40886218-40956540
1,40886218,40886590
2,40895113,40895164
3,40897308,40897347
4,40898591,40898650
5,40901045,40901106
6,40902443,40902495
7,40902997,40903074
8,40903676,40903709
9,40907539,40907576
10,40911157,40911209
11,40912838,40917838
12,40920268,40920406
13,40920809,40920876
14,40921471,40921569
15,40933110,40933225
16,40937195,40937285
17,40937854,40937970
18,40939185,40939272
19,40942499,40942576
20,40942742,40942781
21,40943669,40943770
22,40944203,40944303
23,40947107,40947175
24,40949240,40949349
25,40949553,40949671
26,40951537,40951659
27,40954272,40956540

>SEPT6,chrX:118749687-118827333
1,118827039,118827333
2,118809517,118809631
3,118797445,118797640
4,118786817,118787003
5,118783900,118784061
6,118774655,118774751
7,118770990,118771158
8,118767323,118767455
9,118763281,118763471
10,118759298,118759342
11,118749687,118750705

>MARK4,chr19:45582546-45808541
1,45582546,45582635
2,45762247,45762447
3,45766371,45766424
4,45766577,45766625
5,45767942,45768007
6,45768098,45768168
7,45769483,45769504

>ERCC2,chr19:45853095-45874176
1,45873794,45873876
2,45873391,45873490
3,45872328,45872405
4,45872188,45872250
5,45871888,45872001
6,45868300,45868416
7,45868096,45868212
8,45867682,45867805
9,45867493,45867589
10,45867244,45867377
11,45867001,45867169
12,45864782,45864900
13,45860888,45860957
14,45860732,45860801
15,45860528,45860629
16,45858923,45858986
17,45857988,45858109
18,45856500,45856592
19,45856341,45856413
20,45856004,45856074
21,45855764,45855907
22,45855467,45855610
23,45853095,45854979

>NCOA1,chr2:24714783-24993571
1,24714783,24715057
2,24787164,24787299
3,24866835,24866924

>HAS2,chr8:122624356-122653630
1,122653093,122653630
2,122640954,122641580
3,122629345,122629446
4,122624356,122627278

>LHFP,chr13:39917029-40177665
1,40177020,40177308
2,40174969,40175527
3,39952565,39952663
4,39917029,39918191

>MLLT11,chr1:151030234-151040970
1,151030234,151033029
2,151039695,151040970

>CARS,chr11:3022152-3078843
1,3078573,3078667
2,3068983,3069231
3,3063395,3063486
4,3062126,3062214
5,3061065,3061161
6,3060424,3060522
7,3059280,3059429
8,3050533,3050673
9,3050226,3050314
10,3047906,3048027
11,3041450,3041562
12,3040369,3040497
13,3039850,3039979
14,3039638,3039741
15,3039087,3039184
16,3038336,3038525
17,3037011,3037079
18,3033425,3033506
19,3028109,3028189
20,3026596,3026663
21,3023771,3023830
22,3023200,3023283
23,3022152,3022478

>COL1A2,chr7:94023873-94060544
1,94023873,94024413
2,94027060,94027070
3,94027694,94027708
4,94028361,94028396
5,94029508,94029600
6,94030879,94030932
7,94033868,94033912
8,94034005,94034058
9,94034151,94034204
10,94034511,94034564
11,94034985,94035038
12,94035562,94035615
13,94037159,94037203
14,94037495,94037548
15,94037648,94037692
16,94038082,94038135
17,94038634,94038732
18,94038876,94038920
19,94039035,94039133
20,94039554,94039607
21,94039732,94039839
22,94040201,94040254
23,94040368,94040466
24,94041380,94041433
25,94041896,94041994
26,94042395,94042448
27,94043002,94043055
28,94043206,94043259
29,94043534,94043587
30,94044538,94044582
31,94045717,94045815
32,94047036,94047143
33,94047811,94047864
34,94048810,94048863
35,94049545,94049598
36,94049703,94049756
37,94049853,94049960
38,94050321,94050374
39,94051211,94051264
40,94052269,94052430
41,94053648,94053755
42,94054429,94054536
43,94054922,94054975
44,94055062,94055169
45,94055310,94055363
46,94055735,94055842
47,94056320,94056373
48,94056500,94056607
49,94056939,94057197
50,94057605,94057789
51,94058500,94058742
52,94059559,94060544

>ESRP1,chr8:95653302-95719694
1,95653302,95653678
2,95654184,95654312
3,95655531,95655644
4,95658396,95658510
5,95674500,95674598
6,95674729,95674783
7,95676925,95677035
8,95677155,95677287
9,95677382,95677424
10,95680177,95680478
11,95683681,95683899
12,95686536,95686722
13,95690431,95690599
14,95704905,95705055
15,95718153,95719694

>NFATC2,chr20:50003494-50179370
1,50158909,50159258
2,50139620,50140649
3,50133323,50133494
4,50091995,50092197
5,50090517,50090689
6,50071085,50071225
7,50052243,50052298
8,50051725,50051851
9,50048604,50049293
10,50015180,50015267
11,50003494,50007988

>HIP1,chr7:75162621-75368280
1,75368119,75368265
2,75228502,75228565
3,75221690,75221832
4,75221374,75221430
5,75216071,75216151
6,75211391,75211467
7,75210553,75210614
8,75203066,75203206
9,75197503,75197560
10,75192492,75192567
11,75192239,75192379
12,75191377,75191474
13,75190633,75190705
14,75189036,75189219
15,75187471,75187559
16,75186958,75187074
17,75186014,75186115
18,75185330,75185473
19,75184720,75184855
20,75183739,75183825
21,75183412,75183519
22,75182752,75182888
23,75178189,75178299
24,75177053,75177111
25,75176237,75176330
26,75174386,75174486
27,75173993,75174098
28,75172170,75172293
29,75171238,75171299
30,75168643,75168751
31,75162621,75167545

>IRF2BP2,chr1:234740015-234745271
1,234744241,234745271
2,234740015,234743598

>CDX1,chr5:149546358-149564120
1,149546358,149546884
2,149562331,149562476
3,149563037,149564120

>PLXND1,chr3:129274018-129325661
1,129324172,129325661
2,129308194,129308370
3,129305431,129305562
4,129305015,129305115
5,129304795,129304924
6,129303228,129303405
7,129302968,129303076
8,129302410,129302512
9,129297172,129297276
10,129294609,129294698
11,129294312,129294405
12,129293179,129293333
13,129292437,129292588
14,129291685,129291784
15,129291452,129291591
16,129290520,129290687
17,129290352,129290442
18,129289883,129290146
19,129289629,129289778
20,129288686,129288800
21,129286541,129286648
22,129286335,129286447
23,129285370,129285474
24,129284730,129284860
25,129284183,129284381
26,129281937,129282083
27,129281630,129281786
28,129280643,129280746
29,129280489,129280552
30,129279532,129279566
31,129279173,129279277
32,129278463,129278626
33,129277271,129277418
34,129275926,129276066
35,129275460,129275534
36,129274018,129275271

>TMCC1,chr3:129366635-129612419
1,129407020,129407575
2,129389173,129390107
3,129373811,129373946
4,129366635,129370638

>SFPQ,chr1:35641979-35658749
1,35642920,35643262
2,35641979,35642075

>ZC3H7B,chr22:41697526-41756151
1,41697526,41697776
2,41716659,41716717
3,41721568,41721601
4,41721725,41721922
5,41723210,41723368
6,41726027,41726107
7,41728175,41728231
8,41734317,41734359
9,41735005,41735195
10,41735820,41736141
11,41737092,41737150
12,41738533,41738632
13,41739419,41739580
14,41742007,41742212
15,41744071,41744171
16,41745124,41745305
17,41747565,41747650
18,41751473,41751606
19,41751761,41751866
20,41751958,41752066
21,41752347,41752480
22,41752649,41752812
23,41753181,41756151

>BCOR_ENST00000378444,chrX:39909068-40036582
1,39956468,39956656
2,39937097,39937222
3,39935707,39935785
4,39931602,39934433
5,39930890,39930943
6,39930226,39930412
7,39923589,39923852
8,39922861,39923205
9,39921999,39922324
10,39921392,39921646
11,39916408,39916574
12,39914621,39914766
13,39913509,39913586
14,39913139,39913295
15,39910501,39911653

>BRD3,chr9:136895427-136933657
1,136933067,136933139
2,136918387,136918712
3,136917428,136917565
4,136916684,136916831
5,136915496,136915710
6,136913205,136913576
7,136910415,136910543
8,136906882,136907073
9,136905156,136905391
10,136901154,136901446
11,136899823,136899951
12,136895427,136898827

>EP300,chr22:41487790-41576081
1,41487790,41489102
2,41513191,41513825
3,41521868,41522044
4,41523491,41523752
5,41525894,41526007
6,41527392,41527637
7,41531817,41531910
8,41533657,41533794
9,41536144,41536261
10,41537052,41537226
11,41542743,41542820
12,41543841,41543950
13,41545042,41545179
14,41545765,41546202
15,41547837,41548016
16,41548210,41548354
17,41550999,41551117
18,41553173,41553412
19,41554416,41554504
20,41556646,41556726
21,41558727,41558783
22,41560057,41560134
23,41562603,41562670
24,41564453,41564603
25,41564725,41564871
26,41565507,41565620
27,41566410,41566575
28,41568503,41568667
29,41569627,41569788
30,41572251,41572532
31,41572777,41576081

>TET1,chr10:70320413-70454239
1,70320413,70320499
2,70331974,70334009
3,70360738,70360791
4,70404455,70406762
5,70411603,70411693
6,70412258,70412351
7,70426802,70427013
8,70432652,70432802
9,70441156,70441245
10,70442593,70442730
11,70446113,70446464
12,70450565,70454239

>NONO,chrX:70503042-70521018
1,70503042,70503571
2,70511629,70511822
3,70514077,70514378
4,70516415,70516510
5,70516701,70516897
6,70517227,70517311
7,70517686,70517788
8,70518319,70518358
9,70518557,70518666
10,70519792,70521016

>PAX5,chr9:36833272-37034103
1,37033983,37034103
2,37020633,37020798
3,37014994,37015191
4,37006470,37006534
5,37002645,37002773
6,36966546,36966721
7,36923352,36923481
8,36882001,36882102
9,36846840,36846926
10,36833272,36840633

>ACBD6,chr1:180244515-180472089
1,180399315,180399397
2,180382501,180382606
3,180366651,180366740
4,180283827,180283857
5,180257405,180257652
6,180250441,180250521
7,180244515,180244547

>RRP15,chr1:218458629-218511325
1,218458629,218458797
2,218475636,218475901
3,218478370,218478467
4,218480773,218480974
5,218504290,218511325

>AGPAT5,chr8:6565878-6617184
1,6565878,6566408
2,6582391,6582460
3,6588232,6588347
4,6590082,6590171
5,6599182,6599272
6,6605191,6605349
7,6612572,6612695
8,6614684,6617184

>MCPH1,chr8:6264113-6501144
1,6264113,6264210
2,6266800,6266891
3,6272286,6272404
4,6289020,6289107
5,6293569,6293683
6,6296474,6296617
7,6299588,6299677
8,6301914,6303068
9,6312664,6312773
10,6335115,6335152
11,6338235,6338397
12,6357373,6357450
13,6478975,6479212
14,6500515,6501144

>ARFIP1,chr4:153701089-153839615
1,153701089,153701243
2,153750777,153750878
3,153784758,153784866
4,153791905,153792000
5,153793604,153793716
6,153802115,153802336
7,153803875,153804032
8,153809285,153809459
9,153831216,153833509

>FHDC1,chr4:153857504-153900848
1,153857504,153857561
2,153864080,153864707
3,153874651,153874712
4,153875369,153875471
5,153881717,153881802
6,153881896,153881996
7,153883966,153884036
8,153884175,153884282
9,153886057,153886127
10,153889132,153889249
11,153893529,153893693
12,153895827,153900838

>ATG4C,chr1:63249806-63331184
1,63249806,63249944
2,63269449,63269533
3,63270843,63270926
4,63282246,63282479
5,63284676,63284736

>FBXO38,chr5:147763498-147822399
1,147763498,147763602
2,147774277,147774467
3,147778562,147778695
4,147781545,147781708
5,147781911,147782076
6,147784248,147784385
7,147785820,147785957
8,147788687,147788780
9,147790198,147790328
10,147793699,147793869
11,147795491,147795633
12,147796557,147796767
13,147803561,147803680
14,147805085,147805264
15,147806776,147807510
16,147812987,147813087
17,147813198,147813300
18,147817895,147818061
19,147819210,147819355
20,147819987,147820090
21,147820687,147820800
22,147821532,147822399

>BBS9,chr7:33168856-33645680
1,33168856,33169164
2,33185854,33185976
3,33192313,33192463
4,33195250,33195279

>PKD1L1,chr7:47814250-47988088
1,47987994,47988088
2,47982993,47983108
3,47979790,47979914
4,47976443,47976555
5,47971533,47971653
6,47970701,47970918
7,47968801,47969123
8,47955029,47955196
9,47947674,47947847
10,47945440,47945559
11,47944754,47944922
12,47943975,47944214
13,47941976,47942108
14,47937585,47937791
15,47933475,47933656
16,47930140,47930361
17,47927588,47927748
18,47925284,47925652
19,47924196,47924255
20,47921507,47921683
21,47920326,47920403
22,47917087,47917229
23,47915695,47915815
24,47913497,47913608
25,47906017,47906212
26,47904814,47904870
27,47898271,47898483
28,47897203,47897430
29,47894753,47894863
30,47894480,47894637
31,47892725,47892825
32,47886477,47886669
33,47884593,47884676
34,47882560,47882767
35,47880059,47880165
36,47879044,47879260
37,47876519,47876692
38,47874731,47874841
39,47874565,47874637
40,47873937,47873983
41,47872688,47872850
42,47870815,47870950
43,47869638,47869722
44,47869023,47869199
45,47866948,47867066
46,47860674,47860784
47,47854932,47855055
48,47853529,47853612
49,47852719,47852891
50,47851415,47851649
51,47849071,47849175
52,47847845,47847985
53,47842808,47842942
54,47840247,47840477
55,47835587,47835748
56,47832225,47832395
57,47814250,47814764

>CANT1,chr17:76987799-77005949
1,77005746,77005812
2,76993922,76994045
3,76993074,76993726
4,76991100,76991303
5,76987799,76990002

>FOXO4,chrX:70316047-70323385
1,70316047,70316831
2,70320534,70321590
3,70321927,70323385

>CTAGE5,chr14:39734488-39856156
1,39734488,39734625
2,39746138,39746269
3,39748541,39748562
4,39748653,39748741
5,39760223,39760300
6,39761884,39761910
7,39762475,39762515

>EIF3K,chr19:39109735-39127595
1,39109735,39109863
2,39110977,39111075
3,39114717,39114837
4,39116668,39116742
5,39123070,39123136
6,39123241,39123318
7,39125633,39125758
8,39127529,39127593

>CYP39A1,chr6:46517541-46620523
1,46620143,46620523
2,46609900,46610035
3,46607231,46607405
4,46605566,46605715
5,46604126,46604219
6,46598700,46598807
7,46593155,46593245
8,46563724,46563857
9,46555771,46555866
10,46554814,46554902
11,46521504,46521591
12,46517541,46518174

>ERO1L,chr14:53106634-53162618
1,53162086,53162423
2,53150506,53150625
3,53149043,53149126
4,53145152,53145190
5,53138513,53138589
6,53138348,53138421
7,53133093,53133213
8,53130519,53130565
9,53128011,53128022
10,53124842,53124868
11,53124635,53124727
12,53119787,53120033
13,53118957,53119026
14,53113093,53113179
15,53112872,53113005
16,53106634,53110348

>FERMT2,chr14:53323986-53419153
1,53417546,53417753
2,53417130,53417295
3,53385841,53386074
4,53360011,53360145
5,53347962,53348187
6,53347754,53347856
7,53345300,53345407
8,53341941,53342075
9,53340895,53340944
10,53339517,53339641
11,53331465,53331571
12,53331119,53331340
13,53327059,53327183
14,53326291,53326432
15,53323986,53325268

>ITPR2,chr12:26490342-26986131
1,26985623,26986131
2,26943090,26943160
3,26878583,26878698
4,26877589,26877675
5,26875330,26875488
6,26869077,26869175
7,26868685,26868768
8,26868232,26868378
9,26864106,26864201
10,26848539,26848583
11,26839414,26839565
12,26835507,26835606
13,26834807,26834967
14,26818843,26818984
15,26816618,26816779
16,26812046,26812218
17,26810944,26811063
18,26810640,26810825
19,26809230,26809481
20,26808641,26808785
21,26806909,26807059
22,26784799,26784992
23,26780966,26781095
24,26777232,26777289
25,26775173,26775338
26,26774056,26774229
27,26755550,26755639
28,26755303,26755428
29,26752920,26753042
30,26752078,26752278
31,26749816,26750067
32,26748398,26748523
33,26732960,26733088
34,26731646,26731766
35,26714695,26714885
36,26709166,26709308
37,26703180,26703288
38,26648085,26648193
39,26647086,26647273
40,26640001,26640184
41,26639037,26639293
42,26636631,26636831
43,26634064,26634174
44,26629845,26629940
45,26628229,26628351
46,26596476,26596583
47,26592060,26592252
48,26589154,26589279
49,26580846,26581021
50,26571982,26572146
51,26568236,26568431
52,26564253,26564345
53,26553061,26553191
54,26551809,26551974
55,26540367,26540527
56,26493100,26493261
57,26490342,26492416

>ZNF384,chr12:6775643-6798738
1,6798264,6798527
2,6797333,6797392
3,6788621,6788691
4,6788112,6788349
5,6787293,6787626
6,6782382,6782606
7,6779926,6780004
8,6778197,6778355
9,6775643,6777281

>FBXL18,chr7:5470966-5553429
1,5553288,5553383
2,5545043,5545261
3,5540119,5541662
4,5530862,5531080
5,5487357,5487474
6,5478121,5478282
7,5470966,5471133

>RNF216,chr7:5659678-5821370
1,5821172,5821327
2,5800634,5800769
3,5792477,5792610
4,5780604,5781275
5,5778907,5778983
6,5770346,5770448
7,5769063,5769227
8,5764955,5765069
9,5760664,5760803
10,5756347,5756397
11,5754684,5754821
12,5752346,5752494
13,5751392,5751470
14,5692044,5692141
15,5680785,5681007
16,5663687,5663756
17,5659678,5662810

>FCHSD1,chr5:141018869-141030986
1,141030915,141030986
2,141030587,141030684
3,141029926,141029971
4,141029454,141029521
5,141028962,141029103
6,141028739,141028875
7,141028524,141028587
8,141027535,141027663
9,141026965,141027087
10,141026702,141026797
11,141026170,141026289
12,141025654,141025758
13,141025338,141025499
14,141024587,141024715
15,141024426,141024509
16,141024140,141024257
17,141023785,141024005
18,141022568,141022655
19,141021269,141021324
20,141018869,141021130

>FGFR1,chr8:38268656-38326352
1,38325499,38326159
2,38314874,38315052
3,38287200,38287466
4,38285870,38285953
5,38285439,38285611
6,38283640,38283763
7,38282027,38282217
8,38279315,38279459
9,38277051,38277253
10,38275746,38275891
11,38275388,38275509
12,38274824,38274934
13,38273388,38273578
14,38272297,38272419
15,38272077,38272147
16,38271670,38271807
17,38271436,38271541
18,38268656,38271322

>ZNF703,chr8:37553269-37557537
1,37553269,37553740
2,37554663,37557537

>GMDS,chr6:1624041-2245926
1,1624880,1624975
2,1624707,1624775
3,1624041,1624466

>PDE8B,chr5:76506274-76725632
1,76506274,76506320
2,76506784,76507089
3,76607819,76607878
4,76621364,76621554
5,76624823,76624882
6,76627227,76627298

>EBF1,chr5:158122928-158526769
1,158500590,158500802
2,158500404,158500472
3,158267037,158267118
4,158250184,158250325
5,158223353,158223483
6,158204421,158204547
7,158158077,158158165
8,158141125,158141190
9,158139978,158140155
10,158139162,158139341
11,158134987,158135181
12,158122928,158126150

>HN1,chr17:73131343-73164376
1,73149313,73150338
2,73144624,73144766
3,73143651,73143748
4,73142761,73142779
5,73131343,73132345

>USH1G,chr17:72912176-72919351
1,72919005,72919351
2,72915549,72916766
3,72912176,72914171

>IL6R,chr1:154377669-154441926
1,154377669,154378190
2,154401672,154401920
3,154402959,154403082
4,154406995,154407176
5,154407466,154407632
6,154408445,154408586
7,154420601,154420647
8,154422387,154422456
9,154426964,154427057
10,154437610,154441926

>ATP8B2,chr1:154298029-154323783
1,154298029,154298178
2,154300581,154300648
3,154302872,154302930
4,154303291,154303404
5,154303524,154303622
6,154303920,154303981
7,154304082,154304154
8,154304430,154304500
9,154305094,154305173
10,154306583,154306741
11,154306979,154307067
12,154309824,154310322

>INTS4,chr11:77589766-77705724
1,77705636,77705717
2,77702154,77702345
3,77692505,77692622
4,77671999,77672184
5,77671387,77671437
6,77669792,77669880
7,77666988,77667108
8,77652226,77652297
9,77649697,77649871
10,77639388,77639593
11,77635796,77635938
12,77633402,77633517
13,77632386,77632519
14,77629867,77630024
15,77629077,77629310
16,77622016,77622198
17,77618763,77618856
18,77614586,77614666
19,77612467,77612597
20,77605336,77605395
21,77602727,77602886
22,77602365,77602508
23,77594878,77594998
24,77589766,77590173

>GAB2,chr11:77926343-78129394
1,78052806,78052926
2,77991647,77991947
3,77961203,77961446
4,77937511,77938097
5,77936154,77936248
6,77934458,77934722
7,77933151,77933241
8,77932723,77932825
9,77931365,77931490
10,77926343,77930461

>ABI1,chr10:27035522-27150016
1,27149676,27149821
2,27112067,27112234
3,27065994,27066170
4,27060004,27060018
5,27059174,27059274
6,27057781,27057921
7,27054147,27054247
8,27047991,27048164
9,27040527,27040712
10,27035522,27037674

>ACTN4,chr19:39138289-39222223
1,39138289,39138547
2,39191240,39191354
3,39191642,39191761
4,39195574,39195660
5,39196684,39196771
6,39198757,39198835
7,39200035,39200116
8,39200897,39200982
9,39205109,39205201
10,39207726,39207956
11,39208567,39208714
12,39212178,39212518

>ARHGAP26,chr5:142149949-142608576
1,142149949,142150480
2,142252965,142253060
3,142254675,142254736
4,142258939,142259010
5,142264863,142264964
6,142273803,142273913
7,142281500,142281604
8,142283105,142283234
9,142287269,142287369
10,142292764,142292858
11,142311612,142311690
12,142393645,142393681
13,142416761,142416826
14,142421381,142421455
15,142434004,142434091
16,142435593,142435651
17,142437207,142437312
18,142500553,142500712
19,142513532,142513670
20,142526796,142526946
21,142586763,142587038
22,142593562,142593653
23,142601923,142606050

>FOXO3,chr6:108881038-109005977
1,108881038,108881218
2,108882289,108883032
3,108984658,108986092
4,109001030,109005977

>GAS7,chr17:9813926-10101868
1,9929467,9929602
2,9923094,9923214
3,9885121,9885201
4,9872994,9873079
5,9862519,9862572
6,9850211,9850300
7,9846438,9846553
8,9843443,9843517
9,9837483,9837561
10,9829958,9830086
11,9828793,9828916
12,9822943,9823022
13,9821318,9821416
14,9813926,9820658

>MLLT6,chr17:36861795-36886056
1,36861795,36861994
2,36863203,36863282
3,36863739,36863793
4,36864016,36864125
5,36865426,36865529
6,36865735,36865828
7,36868100,36868267
8,36868944,36869042
9,36869206,36871009

>SEPT2,chr2:242254515-242293442
1,242254515,242255025
2,242263631,242263656
3,242265408,242265528
4,242274541,242274627
5,242275390,242275513
6,242276797,242276931
7,242277088,242277205
8,242282407,242282508
9,242283167,242283312
10,242285581,242285664
11,242287549,242287606
12,242289488,242289618
13,242291382,242293439

>SEPT5,chr22:19701987-19712295
1,19701987,19702154
2,19702304,19702314
3,19707125,19707221
4,19707329,19707415
5,19707638,19707761
6,19707843,19707977
7,19708072,19708189
8,19708291,19708392
9,19709163,19709259
10,19709345,19709480
11,19709760,19709862
12,19709951,19710842

>MBOAT2,chr2:8992820-9143942
1,9143669,9143942
2,9098626,9098771
3,9083316,9083393
4,9048751,9048846
5,9028148,9028203
6,9022641,9022695
7,9017160,9017343
8,9013238,9013430
9,9008576,9008679
10,9004300,9004364
11,9002720,9002852
12,9000743,9000894
13,8992820,8999034

>PRKCE,chr2:45878484-46415129
1,45878484,45878842
2,45879043,45879587
3,46070139,46070173

>MSN,chrX:64808257-64961791
1,64808257,64808492
2,64936680,64936763
3,64947676,64947771
4,64949300,64949451

>NF1,chr17:29421945-29709134
1,29421945,29422387
2,29483001,29483144
3,29486028,29486111
4,29490204,29490394
5,29496909,29497015
6,29508440,29508507
7,29508728,29508803
8,29509526,29509683
9,29527440,29527613
10,29528055,29528177
11,29528429,29528503
12,29533258,29533389
13,29541469,29541603
14,29546023,29546377

>NFIA,chr1:61330931-61928465
1,61330931,61331138
2,61553821,61554352
3,61743192,61743257
4,61798184,61798258
5,61818122,61818239
6,61824819,61824946
7,61848909,61849037
8,61869776,61869954
9,61872234,61872399
10,61892137,61892228
11,61920975,61921197

>EHF,chr11:34642640-34682604
1,34642640,34642775
2,34663555,34663712
3,34664175,34664274
4,34667986,34668098

>NTN1,chr17:8924859-9147317
1,8924859,8924902
2,8925628,8926708
3,9066130,9066318
4,9083124,9083273
5,9086233,9086286
6,9124485,9124559
7,9142957,9147317

>ACLY,chr17:40023161-40086795
1,40075133,40075240
2,40069968,40070149
3,40068673,40068795
4,40066475,40066537
5,40065763,40065953
6,40065242,40065321
7,40063695,40063825
8,40062781,40062899
9,40061775,40061911
10,40060982,40061043
11,40057949,40058066
12,40054884,40055038
13,40054002,40054092
14,40052873,40052902
15,40049286,40049427
16,40048532,40048700
17,40043852,40043956
18,40042365,40042561
19,40040446,40040527
20,40039375,40039485
21,40035050,40035177
22,40034356,40034449
23,40030064,40030218
24,40028285,40028435
25,40027942,40028085
26,40025727,40025840
27,40025296,40025378
28,40024962,40025038
29,40023161,40024157

>PLA2R1,chr2:160788519-160919121
1,160801417,160801511
2,160798638,160798670
3,160798257,160798503
4,160788519,160788809

>RBMS1,chr2:161128662-161350305
1,161349800,161349890
2,161288879,161288988
3,161223727,161223902
4,161174680,161174738
5,161169667,161169758
6,161159841,161159998
7,161157162,161157241
8,161143480,161143595
9,161141506,161141555
10,161141286,161141379
11,161138768,161138815
12,161137825,161137875
13,161135059,161135169
14,161133814,161133894
15,161132141,161132225
16,161128662,161131275

>DAZL,chr3:16628299-16711813
1,16645947,16646297
2,16639959,16640105
3,16639594,16639685
4,16638997,16639048
5,16638495,16638558
6,16638257,16638396
7,16636821,16636892
8,16636040,16636090
9,16635162,16635275
10,16633557,16633655
11,16628299,16630220

>RBM14,chr11:66384053-66394818
1,66384053,66384528
2,66391685,66393149
3,66393932,66394818

>PACS1,chr11:65837834-66012218
1,65837834,65838313
2,65960957,65961044
3,65977833,65977922
4,65978605,65978730
5,65983590,65983734
6,65983991,65984082
7,65984166,65986168

>RGS22,chr8:100973164-101143496
1,101118125,101118344
2,101117602,101117630
3,101105675,101105737
4,101092362,101092583
5,101084373,101084458
6,101083597,101083765
7,101078395,101078524
8,101075644,101076271
9,101074819,101074980
10,101065030,101065204
11,101059691,101059824
12,101054030,101054144
13,101052190,101052315
14,101051159,101051260
15,101020603,101020797
16,101018245,101018337
17,101016154,101016326
18,101014430,101014592
19,101011490,101011648
20,101008690,101008758
21,100999686,100999847
22,100994165,100994344
23,100990145,100990303
24,100977563,100977658
25,100975113,100975206
26,100974915,100974995
27,100974622,100974671
28,100973164,100973424

>SYCP1,chr1:115397424-115537991
1,115397424,115397639
2,115398062,115398193
3,115399194,115399278
4,115399853,115399896
5,115400065,115400118
6,115401168,115401332
7,115402364,115402431
8,115403357,115403430
9,115417127,115417185
10,115418690,115418759
11,115419358,115419431
12,115420715,115420823
13,115428156,115428250
14,115428746,115428930
15,115430247,115430314
16,115438069,115438130
17,115453018,115453122
18,115454100,115454203
19,115455654,115455771
20,115456596,115456666
21,115466070,115466151
22,115468899,115468961
23,115469122,115469184
24,115486960,115487076
25,115487493,115487603
26,115488910,115489002
27,115489867,115489941
28,115520178,115520237
29,115523957,115524133
30,115527346,115527489
31,115537319,115537408
32,115537503,115537991

>SEPT8,chr5:132086509-132142933
